Economy,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Depression (%),Income group,average_learning_Adjusted_of_school,GDP(2022)
Canada,CAN,2013,High,Middle,High,High,High,High income,High,High
Canada,CAN,2014,High,Middle,High,High,High,High income,High,High
Canada,CAN,2015,High,Middle,High,High,High,High income,High,High
Canada,CAN,2016,High,Middle,High,High,High,High income,High,High
Canada,CAN,2017,High,Middle,High,High,High,High income,High,High
Cape Verde,CPV,1990,Low,Middle,Middle,Low,Middle,Lower middle income,Middle,Low
Cape Verde,CPV,1991,Middle,Middle,Middle,Low,Middle,Lower middle income,Middle,Low
Cape Verde,CPV,1992,Middle,Middle,Middle,Low,Middle,Lower middle income,Middle,Low
Cape Verde,CPV,1993,Middle,Middle,Middle,Low,Middle,Lower middle income,Middle,Low
Cape Verde,CPV,1994,Middle,Middle,Middle,Low,Middle,Lower middle income,Middle,Low
Cape Verde,CPV,1995,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,1996,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,1997,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,1998,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,1999,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2000,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2001,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2002,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2003,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2004,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2005,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2006,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2007,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2008,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2009,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2010,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2011,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2012,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2013,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2014,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2015,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2016,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Cape Verde,CPV,2017,Middle,Middle,Middle,Low,High,Lower middle income,Middle,Low
Central African Republic,CAF,1990,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,1991,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,1992,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,1993,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,1994,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,1995,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,1996,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,1997,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,1998,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,1999,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2000,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2001,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2002,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2003,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2004,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2005,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2006,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2007,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2008,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2009,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2010,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2011,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2012,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2013,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2014,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2015,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2016,Low,Low,Low,Middle,High,Low income,Low,Low
Central African Republic,CAF,2017,Low,Low,Low,Middle,High,Low income,Low,Low
Chad,TCD,1990,Low,Middle,Low,Low,Middle,Low income,Low,Low
Chad,TCD,1991,Low,Middle,Low,Low,Middle,Low income,Low,Low
Chad,TCD,1992,Low,Middle,Low,Low,Middle,Low income,Low,Low
Chad,TCD,1993,Low,Middle,Low,Low,Middle,Low income,Low,Low
Chad,TCD,1994,Low,Middle,Low,Low,Middle,Low income,Low,Low
Chad,TCD,1995,Low,Middle,Low,Low,Middle,Low income,Low,Low
Chad,TCD,1996,Low,Middle,Low,Low,Middle,Low income,Low,Low
Chad,TCD,1997,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,1998,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,1999,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2000,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2001,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2002,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2003,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2004,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2005,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2006,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2007,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2008,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2009,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2010,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2011,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2012,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2013,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2014,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2015,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2016,Low,Middle,Low,Low,High,Low income,Low,Low
Chad,TCD,2017,Low,Middle,Middle,Low,Middle,Low income,Low,Low
Chile,CHL,1990,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,1991,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,1992,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,1993,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,1994,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,1995,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,1996,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,1997,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,1998,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,1999,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2000,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2001,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2002,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2003,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2004,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2005,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2006,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2007,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2008,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2009,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2010,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2011,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2012,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2013,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2014,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2015,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2016,Middle,Middle,High,High,High,High income,High,Middle
Chile,CHL,2017,Middle,Middle,High,High,High,High income,High,Middle
China,CHN,1990,High,Low,Low,Low,Middle,Upper middle income,High,High
China,CHN,1991,High,Low,Low,Low,Middle,Upper middle income,High,High
China,CHN,1992,High,Low,Low,Low,Middle,Upper middle income,High,High
China,CHN,1993,High,Low,Low,Low,Middle,Upper middle income,High,High
China,CHN,1994,High,Low,Low,Low,Middle,Upper middle income,High,High
China,CHN,1995,High,Low,Low,Low,Middle,Upper middle income,High,High
China,CHN,1996,High,Low,Low,Low,Middle,Upper middle income,High,High
China,CHN,1997,High,Low,Low,Middle,Middle,Upper middle income,High,High
China,CHN,1998,High,Low,Low,Middle,Middle,Upper middle income,High,High
China,CHN,1999,High,Low,Low,Middle,Middle,Upper middle income,High,High
China,CHN,2000,High,Low,Low,Middle,Middle,Upper middle income,High,High
China,CHN,2001,High,Low,Low,Middle,Middle,Upper middle income,High,High
China,CHN,2002,High,Low,Low,Middle,Middle,Upper middle income,High,High
China,CHN,2003,High,Low,Low,Middle,Middle,Upper middle income,High,High
China,CHN,2004,High,Low,Low,Middle,Middle,Upper middle income,High,High
China,CHN,2005,High,Low,Low,Middle,Middle,Upper middle income,High,High
China,CHN,2006,High,Low,Low,Middle,Middle,Upper middle income,High,High
China,CHN,2007,High,Low,Middle,Middle,Middle,Upper middle income,High,High
China,CHN,2008,High,Low,Middle,Low,Middle,Upper middle income,High,High
China,CHN,2009,High,Low,Middle,Low,Middle,Upper middle income,High,High
China,CHN,2010,High,Low,Middle,Low,Middle,Upper middle income,High,High
China,CHN,2011,High,Low,Middle,Low,Middle,Upper middle income,High,High
China,CHN,2012,High,Low,Middle,Low,Middle,Upper middle income,High,High
China,CHN,2013,High,Low,Middle,Low,Middle,Upper middle income,High,High
China,CHN,2014,High,Low,Middle,Low,Middle,Upper middle income,High,High
China,CHN,2015,High,Low,Middle,Low,Middle,Upper middle income,High,High
China,CHN,2016,High,Low,Middle,Low,Middle,Upper middle income,High,High
China,CHN,2017,High,Low,Middle,Low,Middle,Upper middle income,High,High
Colombia,COL,1990,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,1991,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,1992,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,1993,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,1994,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,1995,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,1996,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,1997,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,1998,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,1999,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2000,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2001,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2002,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2003,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2004,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2005,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2006,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2007,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2008,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2009,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2010,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2011,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2012,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2013,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2014,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2015,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2016,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Colombia,COL,2017,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,High
Comoros,COM,1990,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,1991,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,1992,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,1993,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,1994,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,1995,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,1996,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,1997,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,1998,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,1999,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2000,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2001,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2002,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2003,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2004,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2005,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2006,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2007,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2008,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2009,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2010,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2011,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2012,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2013,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2014,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2015,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2016,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Comoros,COM,2017,Low,Middle,Low,Middle,Middle,Lower middle income,Low,Low
Congo,COG,1990,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,1991,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,1992,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,1993,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,1994,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,1995,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,1996,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,1997,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,1998,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,1999,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2000,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2001,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2002,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2003,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2004,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2005,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2006,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2007,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2008,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2009,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2010,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2011,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2012,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2013,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2014,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2015,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2016,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Congo,COG,2017,Low,Low,Middle,Middle,High,Lower middle income,Low,Middle
Costa Rica,CRI,1990,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,1991,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,1992,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,1993,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,1994,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,1995,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,1996,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,1997,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,1998,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,1999,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2000,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2001,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2002,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2003,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2004,Middle,Middle,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2005,Middle,High,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2006,Middle,High,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2007,Middle,High,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2008,Middle,High,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2009,Middle,High,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2010,Middle,High,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2011,Middle,High,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2012,Middle,High,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2013,Middle,High,Middle,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2014,Middle,High,High,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2015,Middle,High,High,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2016,Middle,High,High,Low,Low,Upper middle income,Middle,Middle
Costa Rica,CRI,2017,Middle,High,High,Low,Low,Upper middle income,Middle,Middle
Cote d'Ivoire,CIV,1990,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,1991,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,1992,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,1993,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,1994,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,1995,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,1996,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,1997,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,1998,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,1999,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2000,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2001,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2002,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2003,Low,Low,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2004,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2005,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2006,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2007,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2008,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2009,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2010,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2011,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2012,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2013,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2014,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2015,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2016,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Cote d'Ivoire,CIV,2017,Low,Middle,Middle,Low,Middle,Lower middle income,Low,Middle
Croatia,HRV,1990,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,1991,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,1992,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,1993,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,1994,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,1995,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,1996,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,1997,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,1998,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,1999,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,2000,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,2001,Middle,Middle,Middle,Middle,Middle,High income,High,Middle
Croatia,HRV,2002,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2003,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2004,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2005,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2006,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2007,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2008,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2009,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2010,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2011,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2012,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2013,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2014,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2015,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2016,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Croatia,HRV,2017,Middle,Middle,Middle,Middle,Low,High income,High,Middle
Cuba,CUB,1990,Middle,High,Middle,Middle,High,Upper middle income,Middle,High
Cuba,CUB,1991,Middle,High,Middle,Middle,High,Upper middle income,Middle,High
Cuba,CUB,1992,Middle,High,Middle,Middle,High,Upper middle income,Middle,High
Cuba,CUB,1993,Middle,High,Middle,Middle,High,Upper middle income,Middle,High
Cuba,CUB,1994,Middle,High,Middle,Middle,High,Upper middle income,Middle,High
Cuba,CUB,1995,Middle,High,Middle,Middle,High,Upper middle income,Middle,High
Cuba,CUB,1996,Middle,High,Middle,Middle,High,Upper middle income,Middle,High
Cuba,CUB,1997,Middle,High,Middle,Middle,High,Upper middle income,Middle,High
Cuba,CUB,1998,Middle,High,Middle,Middle,High,Upper middle income,Middle,High
Cuba,CUB,1999,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2000,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2001,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2002,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2003,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2004,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2005,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2006,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2007,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2008,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2009,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2010,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2011,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2012,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2013,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2014,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2015,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
Cuba,CUB,2016,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,High
